0.6 10 1.53882661483264e-07 0.145921835676943
0.8 10 -2.18543735686113e-08 0.145895979207077
1.0 10 -9.00606841947621e-07 0.145934186724942
1.2 10 -2.77403751175977e-06 0.145866283792446

0.6 20 -1.00898785422445e-06 0.145960228530628
0.8 20 -1.51616626497764e-06 0.14567807533623
1.0 20 -1.59660238726334e-05 0.145629578744654
1.2 20 -0.00128334012951414 0.145052270536744

0.6 30 -0.000335964488238039 0.145183450897836
0.8 30 -0.00029693344958799 0.144892049919485
1.0 30 -0.000231345526658152 0.145481743400518
1.2 30 -0.00633801416989541 0.145247535896094

0.6 40 -0.00146550948036312 0.145517466819311
0.8 40 -0.00257193570999139 0.144124165119113
1.0 40 -0.00362080877754907 0.144170751982515
1.2 40 -0.0161277208391004 0.1438037067457

