0    21.83932574014176        24.59324309520196
1    1.6496450643610425       1.1950732149211205
2    0.1346887543029622       0.06311332720443925
3    0.011071696299603154     0.003349194440877011
4    0.0009106265268558238    0.00017777525111260293
5    0.00007490079918209091   9.436439680092637e-6
6    6.16075946278836e-6      5.008934470379909e-7
7    5.067365019925552e-7     2.6587809176121465e-8
8    4.168023230413124e-8     1.4113008195522486e-9
9    3.428294716479101e-9     7.491319858555867e-11
10   2.819850436387146e-10    3.976257204542404e-12
